STN_ID,SITE_CODE,WELL_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,SWN,WCR_NO,LATITUDE,LONGITUDE,WELL_USE,WELL_TYPE,WELL_DEPTH,TOP_PRF,BOT_PRF,LAST_GSE,LAST_RPE,SMC_START_DATE,SMC_MT,SMC_IM_5_YR,SMC_IM_10_YR,SMC_IM_15_YR,SMC_MO,COMMENTS,FIRST_MSMT_DATE,LAST_MSMT_DATE,MSMT_COUNT
32827,389592N1228971W001,13N-09W-19J1,5-015 Big Valley,Big Valley GSA,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,13N09W19J001M,,38.9592,-122.897,Irrigation,Single Well,,,,1412.89,1413.39,2022-01-31 10:31:49,1395.8,1405.8,1405.8,1405.8,1405.8,,1966-11-10 00:00:00,2023-10-03 00:00:00,115
33552,366222N1203424W001,15S/15E-16K01,5-022.09 Westside,Westlands Water District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Upper Aquifer,15S15E16K001M,,36.6231,-120.343,Irrigation,Single Well,500,300,500,174.6,174.6,2020-01-23 17:17:26,76.6,88.4,100.2,112,123.8,,1960-10-26 00:00:00,2023-10-26 20:54:00,102
33594,369396N1197843W001,MCE RMS-4,5-022.06 Madera,County of Madera GSA - Madera,Madera Subbasin Joint GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Lower,11S20E27N002M,,36.9396,-119.784,Unknown,Single Well,,,,404.95,405.45,2020-01-31 16:30:14,120,174,171,166,162,,1964-10-07 00:00:00,2023-10-31 11:20:00,89
33853,350750N1188518W001,RMW-WWB-013,5-022.18 White Wolf,White Wolf GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Principal Aquifer,12N19W36Q001S,,35.0747,-118.851,Irrigation,Single Well,940,,,603.62,604.5,2022-01-28 13:59:09,92,136,114,147,181,,1963-09-17 00:00:00,2024-03-07 09:52:00,156
34207,358231N1191126W001,KTWD-24Q1,5-022.13 Tule,Kern Groundwater Authority GSA,KGA GSP,SGMA Representative,"Groundwater Levels,Groundwater Levels,Water Quality,Water Quality","CD, SM",24S26E24Q001M,,35.8233,-119.112,Irrigation,Single Well,,,,471.91,471.91,2020-01-30 14:11:17,-150,0,10,20,20,,1987-02-04 00:00:00,2023-09-15 09:58:00,86
34745,399456N1220399W001,12P001M,5-021.56 Los Molinos,Tehama County Flood Control and Water Conservation District GSA - Los Molinos,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Water Quality",Upper Aquifer,24N02W12P001M,E0112688A,39.9455,-122.04,Observation,Part of a nested/multi-completion well,370,165,360,228.41,230.81,2022-01-31 13:32:42,118.4,191.1,188.3,185.5,182.7,Cellar from 360' to 370' with end cap. Effective area from 150' to 380'.,1999-11-18 00:00:00,2023-10-12 12:00:00,110
34830,367644N1195963W001,KRCDFID083,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,13S22E32B001M,77910,36.76,-119.6,Irrigation,Single Well,159,60,76,373,374.4,2020-01-28 12:21:01,265.8,304.31,297.77,293.42,292.1,,1980-01-31 00:00:00,2023-10-11 10:30:00,32
35021,365082N1201338W001,16S/17E-28M02,5-022.09 Westside,Westlands Water District GSA,,SGMA Representative,Water Quality,Lower Aquifer,16S17E28M002M,410854,36.5086,-120.134,Irrigation,Single Well,1040,640,1040,192.8,192.8,,,,,,,1/15/2015 changed GSE from 190.0 (NGVD29 ) to 192.8 (NAVD88).,1992-11-30 00:00:00,2020-10-29 11:40:00,30
35380,366282N1197529W001,15S20E13E001M,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,15S20E13E001M,,36.6282,-119.753,Unknown,Single Well,,,,284.9,285.6,2020-01-28 12:21:01,142.5,183.76,179.89,177.32,176.5,,1938-06-01 00:00:00,2023-10-12 13:30:00,89
35476,393117N1215252W001,YCWA-05,5-021.60 North Yuba,Yuba Water Agency GSA - North Yuba,,SGMA Representative,Groundwater Levels,,17N04E21Q001M,454099,39.3123,-121.526,Observation,Single Well,190,170,190,107.21,106.88,2020-01-31 16:17:22,27,86,86,86,86,,1995-05-11 00:00:00,2023-10-16 00:00:00,267
35787,365283N1194482W001,80,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,"Groundwater Levels,Groundwater Storage",Assumed Unconfined,16S23E23E001M,,36.5282,-119.449,Irrigation,Single Well,,,,316.39,316.59,2020-01-28 12:21:01,137.3,200.55,189.5,182.13,179.8,CASGEM Well ID 35787. Site GPS surveyed for RPE and GSE 12/2019,1921-09-14 00:00:00,2023-11-09 09:41:00,288
35835,365008N1203532W001,16S/15E-32A06,5-022.09 Westside,Westlands Water District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",Lower Aquifer,16S15E32A006M,498628,36.5006,-120.353,Irrigation,Single Well,1218,618,1138,328.8,328.8,2020-01-23 17:17:26,-17.4,-12,-6.7,-1.3,4,12/17/2014 changed GSE from 326.0 (NGVD29 ) to 328.8 (NAVD88).,1995-11-21 00:00:00,2023-10-30 21:21:00,31
36208,369246N1201291W001,MID RMS-7,5-022.06 Madera,Madera Irrigation District GSA,Madera Subbasin Joint GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Lower,11S17E32R001M,,36.9246,-120.129,Unknown,Single Well,,,,237.33,237.83,2020-01-31 16:30:14,-1,70,68,53,106,,1936-11-18 00:00:00,2023-10-11 00:00:00,134
36246,389916N1220141W001,13N01W07G001M,5-021.52 Colusa,Colusa Groundwater Authority GSA - Colusa,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters",Alluvium,13N01W07G001M,2868,38.9916,-122.014,Irrigation,Single Well,180,108,180,90.47,90.97,2022-01-28 16:44:56,-106,-9,-9,-9,-9,,1975-02-26 00:00:00,2024-03-12 00:00:00,153
36578,352450N1191640W001,31S26E10J001M,5-022.14 Kern County,Kern River GSA,Kern County Subbasin KRGSA GSP,SGMA,Groundwater Levels,,31S26E10J001M,,35.2451,-119.164,Irrigation,Single Well,709,0,400,318.5,318.5,2020-01-30 14:11:17,33,54,75,96,118,,1979-08-23 00:00:00,2023-10-15 14:10:00,136
36588,397008N1221208W002,21N02W05M002M,5-021.52 Colusa,Glenn Groundwater Authority GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage","Tehama, Modesto",21N02W05M002M,801406,39.7008,-122.121,Observation,Part of a nested/multi-completion well,153,122,132,188.93,190.91,2022-01-28 16:44:56,55,140,140,140,140,Modesto Formation. Cellar from 132' to 153' with endcap. Effective screen area from 105' to 150'.,2002-05-22 00:00:00,2024-02-13 00:00:00,160
36618,398534N1220963W001,23N02W16B001M,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,23N02W16B001M,,39.8534,-122.096,Irrigation,Single Well,120,100,120,184.93,186.53,2022-01-28 16:41:38,98.4,132.8,133.6,134.5,135.3,No WCR.  Depth and construction is from owner.,1949-04-22 00:00:00,2023-10-11 12:00:00,192
36623,398392N1221430W001,23N03W24A003M,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,23N03W24A003M,503090,39.8392,-122.143,Residential,Single Well,199,,,206.44,207.44,2022-01-28 16:41:38,118.6,137.4,137.4,137.4,137.4,"Cased to 180' , PVC liner 179' to 199'",2000-05-04 00:00:00,2024-02-12 12:00:00,96
36773,360083N1191090W001,22S26E13R010M,5-022.13 Tule,Eastern Tule GSA,Basin 5-022.13 - ETGSA GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage",Upper,22S26E13R010M,243293,36.0083,-119.109,Residential,Single Well,380,240,300,395.309,396.002,2020-01-31 10:11:07,199,230,224,224,228,,1960-02-29 00:00:00,2023-10-04 10:25:00,100
37009,405750N1222384W001,31N03W06H001M,5-006.04 Enterprise,Enterprise-Anderson GSA - Enterprise,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters",Principal Aquifer,31N03W06H001M,,40.5739,-122.239,Residential,Single Well,96,,,523.14,523.64,2022-01-20 18:13:56,433.17,,,,458.64,No well log.  Depth reported by owner?,1957-04-08 00:00:00,2023-10-11 00:00:00,207
37066,357827N1178654W001,25S/38E-11D01,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,25S38E11D001M,,35.7826,-117.863,Residential,Single Well,,,,2457.4,2457.4,,,,,,,,1972-08-01 00:00:00,2023-10-19 00:00:00,8
37718,398996N1221227W002,29N04 Deep,5-021.51 Corning,Corning Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,24N02W29N004M,726917,39.8996,-122.123,Observation,Part of a nested/multi-completion well,741,590,710,212.45,213.45,2022-01-28 16:41:38,124.9,147,149.8,152.7,155.5,Cellar from 710' to 730' with end cap. Effective area from 549' to 741'.,2004-06-23 00:00:00,2024-03-25 00:00:00,127
37780,419978N1214546W001,41S12E19Q001W,,Tulelake Irrigation District GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Land Subsidence",,41S12E19Q001W,KLAM1111,41.9978,-121.455,Residential,Single Well,75,19,75,4060.4,4061.41,2022-01-31 16:35:14,4010.4,4054.4,4054.4,4054.4,4054.4,This well is associated with the Upper Klamath River Valley - Tule Lake subbasin even though it is not located within the 2003 Bulletin 118 delineated boundaries.,2001-11-08 00:00:00,2024-02-21 00:00:00,185
37858,398223N1219276W001,23N01W25G001M,5-021.57 Vina,Vina GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Single Principle Aquifer,23N01W25G001M,513092,39.8223,-121.928,Irrigation,Single Well,660,160,660,180.35,180.45,,,,,,,"BMO VINA.  Put any card in slot to open automatic gate, or walk over wall and press Exit button.",2007-06-29 00:00:00,2024-03-11 12:00:00,101
38132,363800N1199010W001,18S19E09H003M,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,"Groundwater Levels,Groundwater Storage",Unconfined,18S19E09H003M,,36.38,-119.901,Unknown,Single Well,,,,212.82,214.82,,,,,,,CASGEM Well ID 38132,1991-10-07 08:00:00,2023-10-18 10:15:00,84
38185,398188N1219912W004,23N01W28M005M,5-021.57 Vina,Vina GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Single Principle Aquifer,23N01W28M005M,E0085239,39.8188,-121.991,Observation,Part of a nested/multi-completion well,72,30,50,159.02,161.05,,,,,,,Vina SIU QUATERNARY DEPOSITS.  Cellar from 50' to 60' with end cap. Effective area from 23' to 72'.,2009-01-15 00:00:00,2024-03-18 12:00:00,118
38200,404411N1223015W001,MW-01D,5-006.03 Anderson,Enterprise-Anderson GSA - Anderson,,SGMA,Groundwater Levels,Principal Aquifer,30N04W22F003M,1077132,40.4411,-122.302,Observation,Single Well,202,170,200,447.64,447.09,,,,,,,Effective area from 166.5' to 202'.,2003-07-21 00:00:00,2024-03-07 00:00:00,213
38297,346580N1205381W001,SYWATER 15,3-015 Santa Ynez River Valley,Santa Ynez River Valley Basin Western Management Area GSA,Western Management Area ,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Upper Aquifer,07N35W26L001S,,34.658,-120.537,Irrigation,Single Well,23,,,38.64,38.64,2022-01-20 11:39:59,20,30,30,30,30,https://sywater.info/wells/well_info.php?DBID=15,1987-03-18 19:00:00,2023-10-05 16:50:00,82
38346,384658N1218405W001,07N01E11M001M,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,07N01E11M001M,,38.4656,-121.841,Irrigation,Single Well,150,,,77.6,78.1,2022-01-27 17:57:49,41.1,25.27,25.27,25.27,25.27,,1931-11-25 00:00:00,2023-10-04 00:00:00,142
38355,396468N1217263W004,21N02E26E006M,5-021.57 Vina,Vina GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Single Principle Aquifer,21N02E26E006M,E062957A,39.6468,-121.726,Observation,Part of a nested/multi-completion well,179,105,150,182.26,184.28,,,,,,,PENTZ. Cellar from 150' to 160' with endcap. Effective screen area from 85' to 179'.,2007-09-13 00:00:00,2024-03-18 12:00:00,90
38493,391759N1215241W003,YR-1C,5-021.61 South Yuba,Yuba Water Agency GSA - South Yuba,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,15N04E04R004M,E022490,39.1759,-121.524,Observation,Part of a nested/multi-completion well,465,430,450,88.06,89.74,2020-01-31 16:14:41,0,55,55,55,55,,2004-06-16 00:00:00,2024-03-06 15:17:00,135
38673,397520N1220737W001,22N02W22B001M,5-021.51 Corning,Corning Subbasin GSA,,SGMA,"Groundwater Levels,Groundwater Storage",,22N02W22B001M,726529,39.752,-122.074,Irrigation,Single Well,430,80,430,186.41,187.71,2022-01-28 16:41:38,,,,,,"Easiest to measure all three Cumming wells and GCID well, then exit orchards to the northeast to County Road 9.",2001-09-12 00:00:00,2023-10-09 00:00:00,114
38872,376416N1207760W001,Jones WID 228,5-022.02 Modesto,Stanislaus and Tuolumne Rivers Groundwater Basin Association GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Interconnected Surface Waters,Land Subsidence",Eastern,03S11E29J001M,149541,37.6418,-120.776,Irrigation,Single Well,324,188,280,166.4,166.4,2022-01-31 15:38:01,55,,,,75,Top of pad used as GS.  Open bottom well cased to 284'.  Drilled 1977,1979-11-01 00:00:00,2024-02-27 00:00:00,99
38904,358625N1193756W001,4R1,5-022.13 Tule,Tri-County Water Authority GSA - Tule,Basin 5-022.13 TCWA - Tule,SGMA Representative,"Groundwater Levels,Groundwater Storage",,24S24E04R001M,,35.8625,-119.376,Unknown,Single Well,,,,205,206,2020-01-31 10:11:07,-40,10,25,45,60,,1970-11-05 00:00:00,2023-02-08 10:03:00,88
39125,363142N1195685W001,18S22E34R001M,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Groundwater Levels,Above E Clay,18S22E34R001M,49303,36.3142,-119.569,Residential,Single Well,224,,,250.4,250.9,2020-01-29 11:57:23,94.38,151,147.01,145.74,144.38,Open Bottom Well - Casing ends at 202 ft.,1972-01-31 00:00:00,2023-10-10 13:18:00,92
39127,393352N1222124W001,17N03W08R001M,5-021.52 Colusa,Colusa Groundwater Authority GSA - Colusa,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Alluvium,17N03W08R001M,49451,39.3352,-122.212,Residential,Single Well,151,125,130,107.46,108.46,2022-01-28 16:44:56,-13,88,88,88,88,"""LORENS, 1977""",1975-02-10 00:00:00,2024-03-11 00:00:00,212
39284,364743N1199863W001,17S18E02P001M,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA,"Groundwater Levels,Groundwater Storage",Composite,17S18E02P001M,,36.4748,-119.987,Irrigation,Single Well,700,400,700,195.72,196.35,,,,,,,"top of corcoran clay at 550 ft blw surface, CASGEM Well ID 39284",1958-10-15 00:00:00,2023-10-19 13:30:00,109
39315,337700N1171812W001,EMWD12722,8-005 San Jacinto,West San Jacinto GSA,,SGMA,Groundwater Levels,Principal,05S03W03C001S,,33.77,-117.18,Observation,Single Well,249,230,249,1424.05,1425.35,2021-11-17 12:16:34,,,,,,,1995-03-31 00:00:00,2023-10-05 00:23:00,28
39887,389741N1228984W001,13N-09W-18J1,5-015 Big Valley,Big Valley GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,13N09W18J001M,102540,38.9741,-122.898,Irrigation,Single Well,157,,,1402.87,1403.37,2022-01-31 10:31:49,1365.5,1391.9,1391.9,1391.9,1391.9,,1966-03-22 00:00:00,2023-10-03 00:00:00,116
39934,396420N1218128W001,21N01E25K001M,5-021.57 Vina,Vina GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Single Principle Aquifer,21N01E25K001M,211789,39.642,-121.813,Residential,Single Well,93,,,154.33,156.53,,,,,,,BMO DURHAM DAYTON Enter measurement in spreadsheet on pump house wall.,1993-04-08 00:00:00,2024-03-13 12:00:00,152
39954,397043N1220386W001,21N02W01F003M,5-021.52 Colusa,Glenn Groundwater Authority GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Modesto,21N02W01F003M,726741,39.7043,-122.039,Observation,Part of a nested/multi-completion well,124,109,119,161.84,162.84,2022-01-28 16:44:56,71,124,124,124,124,Modesto Formation. Effective screen area from 100' to 119'.,2002-09-17 00:00:00,2023-10-12 13:03:00,136
40042,384198N1218912W001,07N01E29P001M,5-021.66 Solano,Solano Subbasin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,07N01E29P001M,184,38.4197,-121.891,Irrigation,Single Well,450,280,450,76.6,76.6,2022-01-27 17:57:49,15,10.61,10.61,10.61,10.61,,1948-11-12 00:00:00,2023-10-03 00:00:00,147
46074,342477N1191314W001,02N22W24A01S,4-004.02 Oxnard,Fox Canyon Groundwater Management Agency GSA - Oxnard,,SGMA,"Groundwater Levels,Water Quality",,02N22W24A001S,,34.2477,-119.131,Irrigation,Single Well,320,120,320,104.341,105.291,,,,,,,,2011-01-31 00:00:00,2023-11-21 00:00:00,79
46109,344092N1187913W001,04N18W20P02S,4-004.06 Piru,Fillmore and Piru Basins GSA - Piru,,SGMA,"Groundwater Levels,Groundwater Storage",,04N18W20P002S,,34.4092,-118.791,Observation,Part of a nested/multi-completion well,194,137,177,665.75,667.02,,,,,,,,2007-10-17 12:00:00,2023-10-19 12:00:00,171
46174,368383N1215288W001,3267,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S04E04A003M,,36.8383,-121.529,Irrigation,Single Well,195,,,210,210,,,,,,,San Juan,2011-10-12 09:15:00,2023-10-24 11:00:00,43
46177,368523N1214918W001,1249,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S04E35A001M,,36.8523,-121.492,Irrigation,Single Well,325,100,325,215,216,,,,,,,San Juan,2011-12-12 10:12:00,2023-10-24 12:30:00,42
46179,368513N1214893W001,1265,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S04E36D002M,71828,36.8513,-121.489,Irrigation,Single Well,444,144,444,218.33,219,,,,,,,San Juan,2011-10-12 10:51:00,2023-10-24 12:45:00,43
46181,368301N1214796W001,13-4-01K1,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA Representative,Groundwater Levels,,13S04E01K001M,,36.8301,-121.48,Irrigation,Single Well,400,,,223,223,2022-01-12 18:02:03,148,,,,148,San Juan,2011-10-12 12:00:00,2023-10-25 09:00:00,43
46183,369220N1213825W001,1066,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E02H005M,,36.922,-121.382,Irrigation,Single Well,160,34,120,202,202,,,,,,,Pacheco,2011-10-06 09:47:00,2023-10-18 10:15:00,44
46192,368699N1213622W001,2317,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S06E19N001M,180424,36.8699,-121.362,Observation,Single Well,200,160,200,299.5,300,,,,,,,Hollister East,2011-10-06 13:49:00,2023-10-02 08:48:00,42
46198,368171N1213704W001,1537 A,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E12K001M,,36.8171,-121.37,Residential,Single Well,306,102,282,440,440,,,,,,,Res Pinos,1980-03-01 00:00:00,2023-10-02 11:50:00,60
46200,368227N1213804W001,1536,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E12D003M,,36.8227,-121.38,Residential,Single Well,500,200,480,360,360,,,,,,,Tres Pinos,1980-03-01 00:00:00,2023-10-02 11:51:00,62
46201,368227N1213808W001,1535,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E12D004M,,36.8227,-121.381,Residential,Single Well,530,250,530,360,360,,,,,,,Tres Pinos,2011-10-06 08:30:00,2023-10-02 11:50:00,43
46204,368938N1213641W001,3090,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E13H001M,13321,36.8938,-121.364,Irrigation,Single Well,130,60,130,250,250,,,,,,,Hollister East,2011-10-06 07:45:00,2023-10-24 14:10:00,44
46206,368563N1214351W001,1419,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E28N001M,38050,36.8563,-121.435,Irrigation,Single Well,408,168,408,252.66,253.66,,,,,,,Hollister West,2011-10-06 00:00:00,2023-10-03 09:15:00,42
46209,368335N1214031W001,1428,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E03H001M,,36.8335,-121.403,Unknown,Single Well,191,68,189,301,302,,,,,,,Hollister West,2011-10-06 00:00:00,2023-10-03 11:20:00,42
46211,368275N1214098W001,1480,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E03L001M,,36.8275,-121.41,Irrigation,Single Well,126,,,302.2,303,,,,,,,Hollister West,2011-10-06 00:00:00,2023-10-04 08:30:00,42
46212,368246N1214046W001,1473,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E10B001M,,36.8246,-121.405,Irrigation,Single Well,392,120,384,304.5,305,,,,,,,Hollister West,2011-10-06 00:00:00,2023-10-04 09:00:00,42
46227,369670N1213775W001,11-5-24C1,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,11S05E24C001M,,36.967,-121.377,Irrigation,Single Well,134,,,243,244,,,,,,,Pacheco Creek,2011-10-18 08:22:00,2023-10-10 07:39:00,42
46247,369388N1215116W001,11-4-34A1,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,11S04E34A001M,,36.9388,-121.512,Irrigation,Single Well,100,,,142,142,,,,,,,Bolsa,2011-10-05 08:31:00,2023-10-16 08:50:00,43
46255,368711N1214153W001,1352,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E22N001M,25738,36.8711,-121.415,Irrigation,Single Well,372,250,355,263.5,265,,,,,,,Bolsa Southeast,2011-10-05 11:15:00,2023-10-17 14:25:00,43
46256,369075N1214377W001,1187,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,12S05E09M001M,,36.9075,-121.438,Irrigation,Single Well,240,105,195,206,207,,,,,,,Bolsa Southeast,2011-10-05 11:15:00,2023-10-17 14:25:00,43
46257,368399N1214260W001,3359,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E04B000M,063945,36.8399,-121.426,Irrigation,Single Well,300,173,300,284.5,285,,,,,,,Hollister West,2011-10-06 00:00:00,2023-10-05 14:00:00,42
46259,366618N1212619W001,15-6-1H,3-028 San Benito River Valley,San Benito County Water District GSA,,SGMA,Groundwater Levels,,15S06E01H000M,,36.6618,-121.262,Irrigation,Single Well,,,,745,745,,,,,,,Paicines,2011-10-20 10:00:00,2023-10-18 08:40:00,42
46266,367216N1212625W001,DONATI  2,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA Representative,"Groundwater Levels,Interconnected Surface Waters",,14S06E13B001M,24172,36.7216,-121.262,Irrigation,Single Well,400,152,304,696,696,2022-01-12 18:02:03,637,,,,637,TP Creek Valley,2011-10-20 11:46:00,2023-10-19 13:40:00,42
46272,368326N1214376W001,San Justo 5 (Wndmll),3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S05E05F000M,300732,36.8326,-121.438,Irrigation,Single Well,300,220,300,319,320,,,,,,,San Juan,2011-10-13 09:15:00,2023-10-06 12:00:00,44
46277,367929N1213499W001,25-41-01 1,3-003.05 North San Benito,San Benito County Water District GSA,,SGMA,Groundwater Levels,,13S06E19L000M,e009660,36.7929,-121.35,Industrial,Single Well,200,102,194,460,460,,,,,,,Tres Pinos,2011-10-13 13:10:00,2023-10-06 13:00:00,44
46299,357762N1178411W001,USBR-06-S,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",Primary,25S38E12L001M,,35.7761,-117.842,Observation,Part of a nested/multi-completion well,350,330,350,2352.92,2354.71,2020-01-31 14:49:45,2166,2179,2175,2173,2171,,2011-10-04 08:00:00,2023-10-19 15:47:00,26
46312,356485N1177749W004,MW-32-D,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,Groundwater Levels,Primary,26S39E27D004M,,35.6486,-117.776,Observation,Part of a nested/multi-completion well,1920,1900,1920,2418.53,2421.18,,,,,,,,2011-10-03 08:00:00,2023-10-19 12:00:00,26
46313,357325N1177203W001,TTBK MW14,6-054 Indian Wells Valley,Indian Wells Valley Groundwater Authority GSA,,SGMA,"Groundwater Levels,Groundwater Storage",Primary,25S40E30E001M,,35.7325,-117.72,Observation,Single Well,24,60,70,2191,2194.3,,,,,,,,2011-12-01 00:00:00,2023-10-18 08:55:00,26
46339,377027N1218158W001,3S1E01F002,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Fringe,03S01E01F002M,,37.7026,-121.816,Observation,Single Well,40,25,40,431.3,428.44,,,,,,,,2021-10-12 15:49:00,2023-09-20 18:25:00,5
46346,377013N1218288W001,3S1E02K002,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Fringe,03S01E02K002M,261447,37.7014,-121.829,Observation,Single Well,46,36.5,41.5,396.4,397.04,,,,,,,,2021-10-12 15:36:00,2023-09-21 17:19:00,5
46350,376967N1218246W001,3S1E02R001,2-010 Livermore Valley,,,SGMA,"Groundwater Levels,Interconnected Surface Waters",Main Upper,03S01E02R001M,253974,37.6968,-121.824,Observation,Single Well,33,21,26,377.9,376.29,,,,,,,,2021-10-12 13:53:00,2023-09-18 00:00:00,7
46354,377007N1218654W002,3S1E04J006,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Fringe,03S01E04J006M,568106,37.7007,-121.865,Observation,Single Well,110,65,110,346.1,345.55,,,,,,,,2021-10-11 13:57:00,2023-09-18 16:18:00,5
46358,376987N1218902W001,3S1E05L003,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Fringe,03S01E05L003M,568108,37.6987,-121.89,Observation,Single Well,40,15,40,340.2,339.43,,,,,,,,2021-10-12 08:01:00,2023-09-18 14:56:00,5
46364,376843N1218983W001,3S1E07J005,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Fringe,03S01E07J005M,568073,37.6844,-121.898,Observation,Single Well,50,30,50,327.7,326.78,,,,,,,,2021-10-12 13:15:00,2023-09-19 20:30:00,5
46368,376906N1218824W001,3S1E08G004,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Main Upper,03S01E08G004M,568110,37.6907,-121.882,Observation,Single Well,85,60,85,341.6,341.47,,,,,,,,2021-10-12 08:35:00,2023-09-18 15:58:00,5
46375,376880N1218624W002,3S1E09H011,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Main Lower,03S01E09H011M,568121,37.688,-121.862,Observation,Part of a nested/multi-completion well,190,165,185,353.52,353.04,,,,,,,,2021-10-12 09:28:00,2023-09-15 18:20:00,5
46393,376928N1218343W001,3S1E11C003,2-010 Livermore Valley,,,SGMA,Groundwater Levels,Main Upper,03S01E11C003M,568119,37.6928,-121.834,Observation,Single Well,55,35,55,365,364.82,,,,,,,SMP WELL,2021-10-12 09:04:00,2023-09-19 22:57:00,5
